PMCID	PMID	CORDID	Alternative Document IDs	Drug Name	Drug ID	Clinical Trial ID	Clinical Trial ID Type
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT02768545	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT02990312	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT03216967	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT03336619	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT03360682	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT03395405	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT03490097	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT03605862	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT03719586	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT03901001	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT03905655	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT04252664	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT04255017	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT04260594	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,PUBLISHER-ID:S1201-9712(20)30076-X	imatinib	DRUGBANK:DB00619	NCT04261517	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT00099684	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT00302640	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT00441493	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT00821587	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT00843661	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT00908011	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT00994773	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT01276756	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT01412515	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT01431326	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT01469884	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT01529073	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT01624948	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT01769170	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT01770483	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT01779570	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT02058173	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT02087306	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT02328963	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT02564471	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT02683291	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT02768545	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT02990312	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT03216967	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT03336619	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT03360682	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT03395405	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT03490097	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT03605862	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT03719586	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT03901001	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT03905655	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT04252664	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT04255017	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT04260594	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7128205	PMID:32081774	CORDID:aq76s37x	DOI:10.1016/j.ijid.2020.02.018,S2ID:211232086,de511623eb1661bfa9c81a2749c786d9cbc178ba	imatinib	DRUGBANK:DB00619	NCT04261517	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,PUBLISHER-ID:104866,PUBLISHER-ID:S1043-6618(20)31174-9	imatinib	DRUGBANK:DB00619	NCT04254874	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,PUBLISHER-ID:104866,PUBLISHER-ID:S1043-6618(20)31174-9	imatinib	DRUGBANK:DB00619	NCT04320238	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,PUBLISHER-ID:104866,PUBLISHER-ID:S1043-6618(20)31174-9	imatinib	DRUGBANK:DB00619	NCT04343768	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,PUBLISHER-ID:104866,PUBLISHER-ID:S1043-6618(20)31174-9	imatinib	DRUGBANK:DB00619	NCT04343976	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,PUBLISHER-ID:104866,PUBLISHER-ID:S1043-6618(20)31174-9	imatinib	DRUGBANK:DB00619	NCT04344600	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,PUBLISHER-ID:104866,PUBLISHER-ID:S1043-6618(20)31174-9	imatinib	DRUGBANK:DB00619	NCT04346147	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,PUBLISHER-ID:104866,PUBLISHER-ID:S1043-6618(20)31174-9	imatinib	DRUGBANK:DB00619	NCT04350671	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,PUBLISHER-ID:104866,PUBLISHER-ID:S1043-6618(20)31174-9	imatinib	DRUGBANK:DB00619	NCT04356495	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,PUBLISHER-ID:104866,PUBLISHER-ID:S1043-6618(20)31174-9	imatinib	DRUGBANK:DB00619	NCT04357613	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,S2ID:218517512,d2d7fd6c3a7cd6d2c8bf9f465d9de4749fedd1ee	imatinib	DRUGBANK:DB00619	NCT04254874	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,S2ID:218517512,d2d7fd6c3a7cd6d2c8bf9f465d9de4749fedd1ee	imatinib	DRUGBANK:DB00619	NCT04320238	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,S2ID:218517512,d2d7fd6c3a7cd6d2c8bf9f465d9de4749fedd1ee	imatinib	DRUGBANK:DB00619	NCT04343768	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,S2ID:218517512,d2d7fd6c3a7cd6d2c8bf9f465d9de4749fedd1ee	imatinib	DRUGBANK:DB00619	NCT04343976	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,S2ID:218517512,d2d7fd6c3a7cd6d2c8bf9f465d9de4749fedd1ee	imatinib	DRUGBANK:DB00619	NCT04344600	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,S2ID:218517512,d2d7fd6c3a7cd6d2c8bf9f465d9de4749fedd1ee	imatinib	DRUGBANK:DB00619	NCT04346147	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,S2ID:218517512,d2d7fd6c3a7cd6d2c8bf9f465d9de4749fedd1ee	imatinib	DRUGBANK:DB00619	NCT04350671	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,S2ID:218517512,d2d7fd6c3a7cd6d2c8bf9f465d9de4749fedd1ee	imatinib	DRUGBANK:DB00619	NCT04356495	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7202852	PMID:32387301	CORDID:uu57hsns	DOI:10.1016/j.phrs.2020.104866,S2ID:218517512,d2d7fd6c3a7cd6d2c8bf9f465d9de4749fedd1ee	imatinib	DRUGBANK:DB00619	NCT04357613	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	DOI:10.1016/j.lfs.2020.117765,PII:S0024-3205(20)30513-0,PUBLISHER-ID:117765	imatinib	DRUGBANK:DB00619	NCT01497366	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	DOI:10.1016/j.lfs.2020.117765,PII:S0024-3205(20)30513-0,PUBLISHER-ID:117765	imatinib	DRUGBANK:DB00619	NCT03680274	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	DOI:10.1016/j.lfs.2020.117765,PII:S0024-3205(20)30513-0,PUBLISHER-ID:117765	imatinib	DRUGBANK:DB00619	NCT04261270	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	DOI:10.1016/j.lfs.2020.117765,PII:S0024-3205(20)30513-0,PUBLISHER-ID:117765	imatinib	DRUGBANK:DB00619	NCT04261517	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	DOI:10.1016/j.lfs.2020.117765,PII:S0024-3205(20)30513-0,PUBLISHER-ID:117765	imatinib	DRUGBANK:DB00619	NCT04264533	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	DOI:10.1016/j.lfs.2020.117765,PII:S0024-3205(20)30513-0,PUBLISHER-ID:117765	imatinib	DRUGBANK:DB00619	NCT04275245	CTI:AmericanClinicalTrialIdentifier
