PMCID	PMID	CORDID	Alternative Document IDs	Drug Name	Drug ID	Clinical Trial ID	Clinical Trial ID Type
		CORDID:0mn4jua2	DOI:10.1101/2020.06.27.20141788,S2ID:220244832,eae0effca94e696cb437cf256e70428b3dd02e29	ivermectin	DRUGBANK:DB00602	NCT04307693	CTI:AmericanClinicalTrialIdentifier
		CORDID:96ik9144	DOI:10.1101/2021.02.02.21250840,S2ID:231816215,a516508ccf9e5e3f590824b140b0bc4054e468c1	ivermectin	DRUGBANK:DB00602	NCT04392713	CTI:AmericanClinicalTrialIdentifier
		CORDID:l04h7l8f	42c2b77a5810b8f1d88d364cee891467e29eb4b2,DOI:10.1101/2020.11.29.20240614,S2ID:227224254	ivermectin	DRUGBANK:DB00602	NCT04252664	CTI:AmericanClinicalTrialIdentifier
		CORDID:nvbt5gxl	19215c4e5f2b26bd4b97759a574409365acf1cbb,DOI:10.1101/2020.09.10.20191619,S2ID:221686786	ivermectin	DRUGBANK:DB00602	NCT04425863	CTI:AmericanClinicalTrialIdentifier
		CORDID:r6jodd83	3412ecc428d11a58bd385402ccafe663c184e00c,DOI:10.1101/2020.12.01.20239574,S2ID:227247273	ivermectin	DRUGBANK:DB00602	CTRI/2020/05/024959	CTI:IndianClinicalTrialIdentifier
		CORDID:sa4ol247	DOI:10.1101/2020.07.07.20145979,S2ID:220403177,c9f116b5d707949517db3c6efcfe5f2081a86b87	ivermectin	DRUGBANK:DB00602	NCT04343092	CTI:AmericanClinicalTrialIdentifier
		CORDID:t30yubp6	91bbcd8316a38cb404dfe6e9631c33cc0a886fe9,DOI:10.1101/2021.01.24.21250418,S2ID:231729303	ivermectin	DRUGBANK:DB00602	CTRI/2020/09/028044	CTI:IndianClinicalTrialIdentifier
		CORDID:t30yubp6	91bbcd8316a38cb404dfe6e9631c33cc0a886fe9,DOI:10.1101/2021.01.24.21250418,S2ID:231729303	ivermectin	DRUGBANK:DB00602	NCT04382040	CTI:AmericanClinicalTrialIdentifier
		CORDID:t30yubp6	91bbcd8316a38cb404dfe6e9631c33cc0a886fe9,DOI:10.1101/2021.01.24.21250418,S2ID:231729303	ivermectin	DRUGBANK:DB00602	NCT04387240	CTI:AmericanClinicalTrialIdentifier
		CORDID:unebt86s	726e5346df62fdd4f4c0fbc326aeebb612a7550e,DOI:10.1101/2020.12.06.20245019,S2ID:228084531	ivermectin	DRUGBANK:DB00602	CTRI/2020/07/026371	CTI:IndianClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT03800173	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04252664	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04255017	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04257656	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04292730	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04292899	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04307693	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04310228	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04315948	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04316377	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04319900	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04323527	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04331834	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04333225	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04333628	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04341493	CTI:AmericanClinicalTrialIdentifier
		CORDID:untuy1e6	22282e43cb8ab72b3a4bdafae7fabdb9c0fa18fc,DOI:10.1101/2020.04.16.20068379,S2ID:216055107	ivermectin	DRUGBANK:DB00602	NCT04343248	CTI:AmericanClinicalTrialIdentifier
		CORDID:wi2ferwz	ARXIVID:2012.06719,S2ID:229158140,f75ada97e55fa359e1bf49369d97ce8269648275	ivermectin	DRUGBANK:DB00602	NCT04280224	CTI:AmericanClinicalTrialIdentifier
	PMID:33234158	CORDID:26d909zk	DOI:10.1186/s13063-020-04813-1,PII:10.1186/s13063-020-04813-1,PMC:PMC7683865	ivermectin	DRUGBANK:DB00602	NCT04529525	CTI:AmericanClinicalTrialIdentifier
	PMID:33397429	CORDID:1suueu14	DOI:10.1186/s13063-020-04988-7,PII:10.1186/s13063-020-04988-7,PMC:PMC7780209	ivermectin	DRUGBANK:DB00602	IRCT20200506047323N6	CTI:IranianClinicalTrialIdentifier
	PMID:33495752	CORDID:8o2xddof	DOI:10.1016/j.eclinm.2020.100720,PII:S2589-5370(20)30464-8,PMC:PMC7816625	ivermectin	DRUGBANK:DB00602	NCT04390022	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	ACTRN12620000454976	CTI:AustralianClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	ChiCTR2000029381	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	ChiCTR2000029765	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	ChiCTR2000030196	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	ChiCTR2000030388	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	ChiCTR2000030442	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	NCT04283461	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	NCT04287686	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	NCT04305457	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	NCT04306393	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	NCT04326725	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	NCT04334005	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	NCT04336410	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	NCT04342728	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	NCT04344041	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,PII:S0889-1591(20)30589-4	ivermectin	DRUGBANK:DB00602	NCT04351490	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,S2ID:216061100,c2e74aedfcc7484bbfff6c1916d713ee4f0f0c8b	ivermectin	DRUGBANK:DB00602	ChiCTR2000029381	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,S2ID:216061100,c2e74aedfcc7484bbfff6c1916d713ee4f0f0c8b	ivermectin	DRUGBANK:DB00602	ChiCTR2000029765	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,S2ID:216061100,c2e74aedfcc7484bbfff6c1916d713ee4f0f0c8b	ivermectin	DRUGBANK:DB00602	ChiCTR2000030196	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,S2ID:216061100,c2e74aedfcc7484bbfff6c1916d713ee4f0f0c8b	ivermectin	DRUGBANK:DB00602	ChiCTR2000030388	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,S2ID:216061100,c2e74aedfcc7484bbfff6c1916d713ee4f0f0c8b	ivermectin	DRUGBANK:DB00602	ChiCTR2000030442	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,S2ID:216061100,c2e74aedfcc7484bbfff6c1916d713ee4f0f0c8b	ivermectin	DRUGBANK:DB00602	NCT04287686	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,S2ID:216061100,c2e74aedfcc7484bbfff6c1916d713ee4f0f0c8b	ivermectin	DRUGBANK:DB00602	NCT04305457	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,S2ID:216061100,c2e74aedfcc7484bbfff6c1916d713ee4f0f0c8b	ivermectin	DRUGBANK:DB00602	NCT04306393	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175848	PMID:32334062	CORDID:4zmqplz0	DOI:10.1016/j.bbi.2020.04.046,S2ID:216061100,c2e74aedfcc7484bbfff6c1916d713ee4f0f0c8b	ivermectin	DRUGBANK:DB00602	NCT04336410	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175902	PMID:32322397	CORDID:tqj2s9qf	DOI:10.1016/j.nmni.2020.100684,PUBLISHER-ID:100684,PUBLISHER-ID:S2052-2975(20)30036-6	ivermectin	DRUGBANK:DB00602	NCT04261517	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7175902	PMID:32322397	CORDID:tqj2s9qf	DOI:10.1016/j.nmni.2020.100684,PUBLISHER-ID:100684,PUBLISHER-ID:S2052-2975(20)30036-6	ivermectin	DRUGBANK:DB00602	NCT04307693	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	ChiCTR2000029308	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	ChiCTR2000029600	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	ChiCTR2000030254	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04252664	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04252885	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04255017	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04257656	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04260594	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04261426	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04263402	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04269525	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04273321	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04273529	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04273581	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04275414	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04276896	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04280224	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04280588	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04283461	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04287686	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04288102	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04293692	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04293887	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04299724	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04302519	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04315298	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7177898	PMID:32290293	CORDID:0b0fvnhn	DOI:10.3390/ijms21072657,PUBLISHER-ID:ijms-21-02657	ivermectin	DRUGBANK:DB00602	NCT04324606	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7187848	PMID:32346490	CORDID:0nqz5y20	0dbf4748c37b581123eb4daeb457f849cd18bd37,DOI:10.1016/j.jpha.2020.04.008,S2ID:216588819	ivermectin	DRUGBANK:DB00602	ChiCTR2000029609	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7187848	PMID:32346490	CORDID:0nqz5y20	DOI:10.1016/j.jpha.2020.04.008,PUBLISHER-ID:S2095-1779(20)30386-5	ivermectin	DRUGBANK:DB00602	ChiCTR2000029609	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7195979	PMID:32293834	CORDID:qq6l6yrx	DOI:10.3906/sag-2004-145	ivermectin	DRUGBANK:DB00602	NCT04252664	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7195979	PMID:32293834	CORDID:qq6l6yrx	DOI:10.3906/sag-2004-145	ivermectin	DRUGBANK:DB00602	NCT04257656	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7205603	PMID:32391242	CORDID:o6xrzvjx	DOI:10.1007/s40521-020-00258-8,PUBLISHER-ID:258	ivermectin	DRUGBANK:DB00602	ChiCTR2000029544	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7205603	PMID:32391242	CORDID:o6xrzvjx	DOI:10.1007/s40521-020-00258-8,PUBLISHER-ID:258	ivermectin	DRUGBANK:DB00602	ChiCTR2000029600	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	6d36596c43f5f3ac4981f36a75765d62e68538f4,DOI:10.1016/j.lfs.2020.117765,S2ID:218551651	ivermectin	DRUGBANK:DB00602	NCT01497366	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	6d36596c43f5f3ac4981f36a75765d62e68538f4,DOI:10.1016/j.lfs.2020.117765,S2ID:218551651	ivermectin	DRUGBANK:DB00602	NCT03680274	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	6d36596c43f5f3ac4981f36a75765d62e68538f4,DOI:10.1016/j.lfs.2020.117765,S2ID:218551651	ivermectin	DRUGBANK:DB00602	NCT04264533	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	6d36596c43f5f3ac4981f36a75765d62e68538f4,DOI:10.1016/j.lfs.2020.117765,S2ID:218551651	ivermectin	DRUGBANK:DB00602	NCT04311177	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	6d36596c43f5f3ac4981f36a75765d62e68538f4,DOI:10.1016/j.lfs.2020.117765,S2ID:218551651	ivermectin	DRUGBANK:DB00602	NCT04312009	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	6d36596c43f5f3ac4981f36a75765d62e68538f4,DOI:10.1016/j.lfs.2020.117765,S2ID:218551651	ivermectin	DRUGBANK:DB00602	NCT04321421	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	6d36596c43f5f3ac4981f36a75765d62e68538f4,DOI:10.1016/j.lfs.2020.117765,S2ID:218551651	ivermectin	DRUGBANK:DB00602	NCT04323514	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	6d36596c43f5f3ac4981f36a75765d62e68538f4,DOI:10.1016/j.lfs.2020.117765,S2ID:218551651	ivermectin	DRUGBANK:DB00602	NCT04323800	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	6d36596c43f5f3ac4981f36a75765d62e68538f4,DOI:10.1016/j.lfs.2020.117765,S2ID:218551651	ivermectin	DRUGBANK:DB00602	NCT04325672	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	6d36596c43f5f3ac4981f36a75765d62e68538f4,DOI:10.1016/j.lfs.2020.117765,S2ID:218551651	ivermectin	DRUGBANK:DB00602	NCT04326725	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7207108	PMID:32437797	CORDID:3zy5dgxz	DOI:10.1016/j.lfs.2020.117765,PII:S0024-3205(20)30513-0,PUBLISHER-ID:117765	ivermectin	DRUGBANK:DB00602	NCT01497366	CTI:AmericanClinicalTrialIdentifier
